,0
0,9.64479171294559
1,9.592686909278758
2,9.542535267223766
3,9.494263572028549
4,9.447801353414354
5,9.403080782698469
6,9.360036573773339
7,9.3186058877975
8,9.27872824145919
9,9.240345418678734
10,9.203401385620783
11,9.167842208892331
12,9.13361597680712
13,9.100672723601441
14,9.068964356490756
15,9.038444585460594
16,9.009068855689264
17,8.980794282503728
18,8.953579588773652
19,8.927385044652265
20,8.902172409576055
