,0
0,7.79047619047619
1,7.791451247165533
2,7.7919965446496064
3,7.798758284871016
4,7.8058420127220165
5,7.809929727613541
6,7.816593047976093
7,7.819764145498762
8,7.820229104808228
9,7.8164304907514754
10,7.810070037930118
11,7.811978134974408
12,7.814929474735095
13,7.818021354484385
14,7.825069990412214
15,7.830073323288985
16,7.832457767255128
17,7.833050994267276
18,7.832720089232383
19,7.8295162839577355
20,7.822826583193818
