,0
0,27.21238095238096
1,27.19011337868481
2,27.156785444336464
3,27.108537132162013
4,27.06989604321734
5,27.02560537860865
6,27.001110396637632
7,26.971639463144182
8,26.968860389960575
9,26.973091837101553
10,26.96847716267782
11,26.961261789471997
12,26.945607588970667
13,26.953969855112128
14,26.953206514879373
15,26.971454444159342
16,27.008666560547887
17,27.020507825335883
18,27.012912959875685
19,27.00590881510786
20,27.00857113963681
