,0
0,30.607619047619043
1,30.488934240362806
2,30.370312061332463
3,30.238898349967343
4,30.109798271394364
5,30.06740771288933
6,30.032998556360255
7,30.02028420190122
8,30.03267868770604
9,30.10566338712061
10,30.167837834126356
11,30.202972969084755
12,30.219781205707836
13,30.277866025027258
14,30.304907264314267
15,30.314188562614948
16,30.325340398929946
17,30.33749946554566
18,30.29785658295259
19,30.255849753569382
20,30.235652122786966
