,0
0,17.805
1,16.884999999999998
2,22.255000000000003
3,24.375
4,28.625
5,27.35
6,27.1
7,25.47
8,27.060000000000002
9,21.75
10,26.05
11,26.795
12,26.05
13,25.83
14,26.65
15,28.174999999999997
16,32.66
17,23.939999999999998
18,34.72
19,21.84
20,21.740000000000002
