,0
0,4.635
1,4.5
2,4.3774999999999995
3,3.9825
4,4.0375000000000005
5,3.7925
6,3.5975
7,3.83
8,3.7125000000000004
9,4.395
10,3.96
11,3.89
12,3.875
13,3.9125
14,3.7075
15,3.9125
16,4.23
17,4.529999999999999
18,4.3825
19,4.407500000000001
20,4.1125
