,0
0,9.643333333333333
1,9.85
2,13.353333333333333
3,11.423333333333332
4,10.323333333333332
5,10.033333333333333
6,9.666666666666666
7,10.083333333333334
8,10.503333333333334
9,13.506666666666666
10,11.023333333333333
11,10.696666666666667
12,11.829999999999998
13,11.156666666666666
14,10.53
15,10.32
16,10.103333333333333
17,16.53333333333333
18,9.666666666666666
19,15.043333333333331
20,12.753333333333332
