,0
0,2.9709574044146123
1,2.973569271222645
2,2.9662357014697456
3,2.9764561898715245
4,2.979624789499508
5,2.972476352211929
6,2.9819807942480208
7,2.985650948679145
8,2.978719888925309
9,2.9875311274222054
10,2.9916498355800982
11,2.984964414025989
12,2.993106970479577
13,2.997623498807762
14,2.9912081911881523
15,2.99870798817747
16,3.003573941222999
17,2.997449640419292
18,3.0043337409338244
19,3.009503113314661
20,3.00368733273697
